french,wolof
"Mais moi, je vous dis que quiconque regarde une femme pour la convoiter a déjà commis un adultère avec elle dans son coeur.","Waaye man maa ngi leen di wax ne, képp ku xool jigéen, xédd ko, njaaloo nga ak moom ci sa xel."
"Si ton oeil droit est pour toi une occasion de chute, arrache-le et jette-le loin de toi; car il est avantageux pour toi qu`un seul de tes membres périsse, et que ton corps entier ne soit pas jeté dans la géhenne.","Bu la sa bëtu ndeyjoor bëggee yóbbe bàkkaar, luqi ko, sànni ko fu sore."
"Et si ta main droite est pour toi une occasion de chute, coupe-la et jette-la loin de toi; car il est avantageux pour toi qu`un seul de tes membres périsse, et que ton corps entier n`aille pas dans la géhenne.","Ndaxte ñàkk benn ci say cér moo gën ci yaw, ñu sànni sa yaram wépp ci safara. Bu la sa loxol ndeyjoor bëggee yóbbe bàkkaar, dagg ko, sànni ko fu sore. Ndaxte ñàkk benn ci say cér moo gën ci yaw ñu sànni sa yaram wépp ci safara."
Il a été dit: Que celui qui répudie sa femme lui donne une lettre de divorce.,"«Waxoon nañu ne: “Ku fase sa jabar, nga bindal ko kayitu pase.”"
"Mais moi, je vous dis que celui qui répudie sa femme, sauf pour cause d`infidélité, l`expose à devenir adultère, et que celui qui épouse une femme répudiée commet un adultère.","Waaye man maa ngi leen di wax ne, ku fase sa jabar te du ci njaaloo, yaa koy tegtal yoonu njaaloo. Te it ku takk jigéen ju ñu fase, njaaloo nga."
"Vous avez encore appris qu`il a été dit aux anciens: Tu ne te parjureras point, mais tu t`acquitteras envers le Seigneur de ce que tu as déclaré par serment.","«Dégg ngeen itam ne, waxoon nañu maam ya ne leen: “Bul weddi sa ngiñ, waaye li nga giñ def ko ngir Boroom bi.”"
"Mais moi, je vous dis de ne jurer aucunement, ni par le ciel, parce que c`est le trône de Dieu;","Waaye man maa ngi leen di wax ne, buleen giñ dara; bumu doon ci asamaan, ndaxte moo di jalu Buur Yàlla;"
"ni par la terre, parce que c`est son marchepied; ni par Jérusalem, parce que c`est la ville du grand roi.","bumu doon ci àddina, ndax moo di tegukaayu tànkam; bumu doon it ci Yerusalem, ndax moo di dëkku Buur bu mag bi."
"Ne jure pas non plus par ta tête, car tu ne peux rendre blanc ou noir un seul cheveu.","Bul giñ it ci sa bopp, ndaxte mënuloo weexal mbaa ñuulal benn ci say kawar."
"Que votre parole soit oui, oui, non, non; ce qu`on y ajoute vient du malin.","Sa waaw na nekk waaw, sa déedéet na nekk déedéet. Loo ci teg, ci Ibliis la jóge."
"Vous avez appris qu`il a été dit: oeil pour oeil, et dent pour dent.","«Te it dégg ngeen ne, waxoon nañu: “Bët, bët a koy fey; bëñ, bëñ a koy fey.”"
"Mais moi, je vous dis de ne pas résister au méchant. Si quelqu`un te frappe sur la joue droite, présente-lui aussi l`autre.","Waaye man maa ngi leen di wax ne, buleen bañ ku leen def lu bon, waaye ku la pes ci sa lexu ndeyjoor, jox ko ba ca des."
"Si quelqu`un veut plaider contre toi, et prendre ta tunique, laisse-lui encore ton manteau.","Ku la bëgg a kalaame, ngir jël sa turki, nga boole ca it sa mbubb mu mag."
"Si quelqu`un te force à faire un mille, fais-en deux avec lui.","Ku la ga, nga yenul ko doxub benn kilomet, àndal ak moom ñaar."
"Donne à celui qui te demande, et ne te détourne pas de celui qui veut emprunter de toi.","Mayal ku lay ñaan, te bul jox gannaaw ku lay leb."
"Vous avez appris qu`il a été dit: Tu aimeras ton prochain, et tu haïras ton ennemi.","«Dégg ngeen ne, waxoon nañu: “Soppal sa moroom te sib sa bañaale.”"
"Mais moi, je vous dis: Aimez vos ennemis, bénissez ceux qui vous maudissent, faites du bien à ceux qui vous haïssent, et priez pour ceux qui vous maltraitent et qui vous persécutent,","Waaye man maa ngi leen di wax ne, soppleen seeni bañaale te ñaanal ñi leen di fitnaal,"
"afin que vous soyez fils de votre Père qui est dans les cieux; car il fait lever son soleil sur les méchants et sur les bons, et il fait pleuvoir sur les justes et sur les injustes.","ngir wone ne, yéenay doomi seen Baay bi nekk ci kaw. Ndaxte mu ngi fenkal jantam ci kaw ñu bon ñi ak ñu baax ñi, te muy tawal ñi jub ak ñi jubadi."
"Si vous aimez ceux qui vous aiment, quelle récompense méritez-vous? Les publicains aussi n`agissent-ils pas de même?","Su ngeen soppee ñi leen sopp, ban yool ngeen am? Xanaa juutikat yi duñu def noonu it?"
"Et si vous saluez seulement vos frères, que faites-vous d`extraordinaire? Les païens aussi n`agissent-ils pas de même?","Su ngeen nuyoo seeni bokk rekk, lu ngeen def lu doy waar? Xanaa ñi xamul Yàlla duñu def noonu it?"
"Soyez donc parfaits, comme votre Père céleste est parfait.","Nangeen mat nag, ni seen Baay bi ci kaw mate."
"Gardez-vous de pratiquer votre justice devant les hommes, pour en être vus; autrement, vous n`aurez point de récompense auprès de votre Père qui est dans les cieux.","«Wottuleen a def seeni jëf yu jub ci kanamu nit ñi, muy ngistal. Lu ko moy, dungeen am yool ci seen Baay bi nekk ci kaw."
"Lors donc que tu fais l`aumône, ne sonne pas de la trompette devant toi, comme font les hypocrites dans les synagogues et dans les rues, afin d`être glorifiés par les hommes. Je vous le dis en vérité, ils reçoivent leur récompense.","Booy sàkk sarax nag, bul yeble ci sa kanam, ñu yéene la. Moom la naaféq yi di def ca jàngu ya ak ca mbedd ya, ngir nit ñi màggal leen. Ci dëgg maa ngi leen koy wax, jot nañu seen pey gépp."
"Mais quand tu fais l`aumône, que ta main gauche ne sache pas ce que fait ta droite,","Waaye booy sàkk sarax, bu sa loxob càmmooñ xam li sa loxob ndeyjoor di def,"
"afin que ton aumône se fasse en secret; et ton Père, qui voit dans le secret, te le rendra.","ngir sa sarax nekk kumpa. Noonu sa Baay, bi dara umpul, dina la ko delloo."
"Lorsque vous priez, ne soyez pas comme les hypocrites, qui aiment à prier debout dans les synagogues et aux coins des rues, pour être vus des hommes. Je vous le dis en vérité, ils reçoivent leur récompense.","«Bu ngeen di ñaan, buleen mel ni naaféq yi, ñoom ñi bëgg di ñaan, taxaw ca jàngu ya ak fa mbedd yay daje, ngir nit ñi gis leen. Ci dëgg maa ngi leen koy wax, jot nañu seen pey gépp."
"Mais quand tu pries, entre dans ta chambre, ferme ta porte, et prie ton Père qui est là dans le lieu secret; et ton Père, qui voit dans le secret, te le rendra.","Yaw nag booy ñaan, duggal ci sa néeg, tëj bunt bi, te nga ñaan sa Baay bi bët mënta gis. Noonu sa Baay, bi dara umpul, dina la ko delloo."
"En priant, ne multipliez pas de vaines paroles, comme les païens, qui s`imaginent qu`à force de paroles ils seront exaucés.","«Te it bu ngeen di ñaan, buleen bareel wax yu amul njariñ, mel ni ñi xamul Yàlla; ñoom defe nañu ne, Yàlla dina leen nangul ndax seen wax ju bare."
"Ne leur ressemblez pas; car votre Père sait de quoi vous avez besoin, avant que vous le lui demandiez.","Buleen nirook ñoom, ndaxte seen Baay xam na seeni soxla, laata ngeen ko koy wax."
Voici donc comment vous devez prier: Notre Père qui es aux cieux! Que ton nom soit sanctifié;,"Yéen nag nii ngeen war a ñaane:“Sunu Baay bi nekk ci kaw,na sa tur sell,"
que ton règne vienne; que ta volonté soit faite sur la terre comme au ciel.,"na sa nguur ñëw,na sa coobare am ci suuf mel ni ci kaw."
Donne-nous aujourd`hui notre pain quotidien;,May nu tey li nu war a dunde;
"pardonne-nous nos offenses, comme nous aussi nous pardonnons à ceux qui nous ont offensés;","te baal nu sunuy tooñ, ni nu baale ñi nu tooñ;"
"ne nous induis pas en tentation, mais délivre-nous du malin. Car c`est à toi qu`appartiennent, dans tous les siècles, le règne, la puissance et la gloire. Amen!","bu nu teg ci yoonu nattu, waaye nga musal nu ci lu bon.Ndaxte yaw yaa yelloo nguur ak kàttan ak màggaay, ba fàww. Amiin.”"
"Si vous pardonnez aux hommes leurs offenses, votre Père céleste vous pardonnera aussi;","«Su ngeen baalee ñi leen tooñ, seen Baay bi ci kaw dina leen baal seeni tooñ yéen itam."
"mais si vous ne pardonnez pas aux hommes, votre Père ne vous pardonnera pas non plus vos offenses.","Waaye su ngeen baalul ñi leen tooñ, seen Baay it du leen baal seeni tooñ."
"Lorsque vous jeûnez, ne prenez pas un air triste, comme les hypocrites, qui se rendent le visage tout défait, pour montrer aux hommes qu`ils jeûnent. Je vous le dis en vérité, ils reçoivent leur récompense.","«Su ngeen di woor, buleen mel ni naaféq yi, ñoom ñi yoggoorlu, di ñaawal seeni kanam, ngir seen koor feeñu nit ñi. Ci dëgg maa ngi leen koy wax, jot nañu seen pey gépp."
"Mais quand tu jeûnes, parfume ta tête et lave ton visage,","Yaw nag booy woor, xeeñalal sa bopp te nga sëlmu,"
"afin de ne pas montrer aux hommes que tu jeûnes, mais à ton Père qui est là dans le lieu secret; et ton Père, qui voit dans le secret, te le rendra.","ngir sa koor bañ a feeñu nit ñi, waaye mu feeñu sa Baay bi bët mënta gis. Noonu sa Baay, bi dara umpul, dina la ko delloo."
"Ne vous amassez pas des trésors sur la terre, où la teigne et la rouille détruisent, et où les voleurs percent et dérobent;","«Buleen dajale alal ci àddina, fu ko max ak xomaag di yàqe, ak fu sàcc di dugg, jot ko."
"mais amassez-vous des trésors dans le ciel, où la teigne et la rouille ne détruisent point, et où les voleurs ne percent ni ne dérobent.","Waaye dajaleleen alal ci laaxira, fu ko max ak xomaag dul yàqe, ak fu sàcc dul dugg, jot ko."
"Car là où est ton trésor, là aussi sera ton coeur.","Ndaxte fu sa alal nekk, fa la sa xol nekk itam."
"L`oeil est la lampe du corps. Si ton oeil est en bon état, tout ton corps sera éclairé;","«Bët mooy làmpu yaram. Bu sa bët wéree, kon sa yaram wépp leer,"
"mais si ton oeil est en mauvais état, tout ton corps sera dans les ténèbres. Si donc la lumière qui est en toi est ténèbres, combien seront grandes ces ténèbres!","waaye bu sa bët woppee, kon sa yaram wépp lëndëm. Leer gi nekk ci yaw, bu nekkee lëndëm, naka la lëndëm googu di këruuse!"
"Nul ne peut servir deux maîtres. Car, ou il haïra l`un, et aimera l`autre; ou il s`attachera à l`un, et méprisera l`autre. Vous ne pouvez servir Dieu et Mamon.","«Kenn mënul a jaamoondoo ñaari sang; fàww nga bañ kii, bëgg ki ci des, walla nga jàpp ci kenn ki, xeeb ki ci des. Mënuleen a boole jaamu Yàlla ak jaamu Alal."
"C`est pourquoi je vous dis: Ne vous inquiétez pas pour votre vie de ce que vous mangerez, ni pour votre corps, de quoi vous serez vêtus. La vie n`est-elle pas plus que la nourriture, et le corps plus que le vêtement?","«Loolu moo tax maa ngi leen koy wax, buleen seen bakkan jaaxal, ci lu ngeen war a lekk, walla lu ngeen war a naan. Buleen jaaxle it ngir seen yaram, ci lu ngeen war a sol. Xanaa bakkan gënul lekk, te yaram gënul koddaay?"
"Regardez les oiseaux du ciel: ils ne sèment ni ne moissonnent, et ils n`amassent rien dans des greniers; et votre Père céleste les nourrit. Ne valez-vous pas beaucoup plus qu`eux?","Seetleen picci asamaan: duñu ji, duñu góob, duñu denc ci sàq; teewul seen Baay bi ci kaw moo leen di dundal. Ndax ëppuleen maana picc yi ci lu bare?"
"Qui de vous, par ses inquiétudes, peut ajouter une coudée à la durée de sa vie?",Ana kan ci yéen ci kaw njaaxleem moo man a yokk waxtu ci àppam?
Et pourquoi vous inquiéter au sujet du vêtement? Considérez comment croissent les lis des champs: ils ne travaillent ni ne filent;,"«Te lu tax ngeen di jaaxle ngir koddaay? Seetleen bu baax, ni tóor-tóori ñax mi di saxe ci tool yi. Duñu liggéey, duñu ëcc,"
"cependant je vous dis que Salomon même, dans toute sa gloire, n`a pas été vêtu comme l`un d`eux.","waaye maa ngi leen di wax ne, Suleymaan sax ci ndamam soluwul woon ni benn ci ñoom."
"Si Dieu revêt ainsi l`herbe des champs, qui existe aujourd`hui et qui demain sera jetée au four, ne vous vêtira-t-il pas à plus forte raison, gens de peu de foi?","Yéen ñi néew ngëm! Bu Yàlla woddee nii ñaxum tool yi, miy sax tey, te bu subaa ñu def ko ci taal bi, ndax du leen gën a wodd?"
"Ne vous inquiétez donc point, et ne dites pas: Que mangerons-nous? que boirons-nous? de quoi serons-nous vêtus?","Buleen jaaxle nag, di wax ne: “Lu nu war a lekk? Lu nu war a naan?” walla: “Lu nu war a sol?”"
"Car toutes ces choses, ce sont les païens qui les recherchent. Votre Père céleste sait que vous en avez besoin.","Ndaxte loolu lépp, ñi xamul Yàlla ñoo koy wut. Te seen Baay, bi nekk ci kaw, xam na ne am ngeen soxla ci loolu lépp."
Cherchez premièrement le royaume et la justice de Dieu; et toutes ces choses vous seront données par-dessus.,"Waaye jëkkleen a wut nguuram ak njubteem, te loolu lépp dina leen ko ci dollil."
Ne vous inquiétez donc pas du lendemain; car le lendemain aura soin de lui-même. A chaque jour suffit sa peine.,"Buleen jaaxle nag ngir ëllëg, ndaxte ëllëg dina topptoo boppam. Bés bu nekk, coonoom doy na ko."
"Ne jugez point, afin que vous ne soyez point jugés.","«Buleen àtte seeni moroom ak ñaaw njort, ngir bañ ñu àtte leen yéen itam."
"Car on vous jugera du jugement dont vous jugez, et l`on vous mesurera avec la mesure dont vous mesurez.","Ndaxte dees na leen àtte ak ni ngeen di àttee, nattal leen ak li ngeen di nattale."
"Pourquoi vois-tu la paille qui est dans l`oeil de ton frère, et n`aperçois-tu pas la poutre qui est dans ton oeil?","Lu tax ngay xool ñax gi ci sa bëtu mbokk, te gisuloo gànj gi ci sa bët yaw?"
"Ou comment peux-tu dire à ton frère: Laisse-moi ôter une paille de ton oeil, toi qui as une poutre dans le tien?","Walla nan ngay waxe sa mbokk: “May ma, ma dindil la ñax gi ci sa bët,” fekk gànj a ngii ci sa bët yaw?"
"Hypocrite, ôte premièrement la poutre de ton oeil, et alors tu verras comment ôter la paille de l`oeil de ton frère.","Naaféq, jëkkal a dindi gànj gi ci sa bët, te noonu dinga man a gis bu leer, ngir dindi ñax gi ci sa bëtu mbokk."
"Ne donnez pas les choses saintes aux chiens, et ne jetez pas vos perles devant les pourceaux, de peur qu`ils ne les foulent aux pieds, ne se retournent et ne vous déchirent.","«Buleen jox lu sell xaj yi, mbaa sànni seeni per ci kanamu mbaam-xuux yi, ngir bañ ñu dëggaate ko te walbatiku, xotti leen."
"Demandez, et l`on vous donnera; cherchez, et vous trouverez; frappez, et l`on vous ouvrira.","«Ñaanleen, ñu may leen; seetleen te dingeen gis; fëggleen, ñu ubbil leen."
"Car quiconque demande reçoit, celui qui cherche trouve, et l`on ouvre à celui qui frappe.","Ndaxte képp kuy ñaan, dinga am; kuy seet, dinga gis; kuy fëgg, ñu ubbil la."
"Lequel de vous donnera une pierre à son fils, s`il lui demande du pain?","Kan ci yéen, bu la sa doom ñaanee mburu, nga jox ko doj?"
"Ou, s`il demande un poisson, lui donnera-t-il un serpent?","Walla mu ñaan la jën, nga jox ko jaan?"
"Si donc, méchants comme vous l`êtes, vous savez donner de bonnes choses à vos enfants, à combien plus forte raison votre Père qui est dans les cieux donnera-t-il de bonnes choses à ceux qui les lui demandent.","Ndegam yéen ñi bon yéena man a jox seeni gune lu baax, astemaak seen Baay bi nekk ci kaw dina jox lu baax ñi ko koy ñaan!"
"Tout ce que vous voulez que les hommes fassent pour vous, faites-le de même pour eux, car c`est la loi et les prophètes.","«Kon nag lépp lu ngeen bëgg, nit ñi defal leen ko, yéen itam nangeen leen ko defal; ndaxte loolu moo ëmb yoonu Musaa ak waxi yonent yi."
"Entrez par la porte étroite. Car large est la porte, spacieux est le chemin qui mènent à la perdition, et il y en a beaucoup qui entrent par là.","«Jaarleen ci bunt bu xat bi, ndaxte bunt bi ak yoon wi jëm sànku yaatu nañu, te ñi ciy jaar bare."
"Mais étroite est la porte, resserré le chemin qui mènent à la vie, et il y en a peu qui les trouvent.","Waaye buntu dund gu wóor xat na, te yoon wi jëm kaw sew na, te ñi ko gis barewul."
"Gardez-vous des faux prophètes. Ils viennent à vous en vêtement de brebis, mais au dedans ce sont des loups ravisseurs.","«Moytuleen ñi mbubboo turu yonent. Dañuy ñëw ci yéen, yor melow xar, waaye ci biir ay bukki yu soxor lañu."
"Vous les reconnaîtrez à leurs fruits. Cueille-t-on des raisins sur des épines, ou des figues sur des chardons?","Dingeen leen xàmmee ci seeni jëf. Ndax dees na witte réseñ ci dédd, walla figg ci xaaxaam?"
"Tout bon arbre porte de bons fruits, mais le mauvais arbre porte de mauvais fruits.","Noonu garab gu baax gu nekk dina meññ doom yu neex, waaye garab gu bon dina meññ doom yu bon."
"Un bon arbre ne peut porter de mauvais fruits, ni un mauvais arbre porter de bons fruits.","Garab gu baax mënul a meññ doom yu bon, naka itam garab gu bon mënul a meññ doom yu neex."
Tout arbre qui ne porte pas de bons fruits est coupé et jeté au feu.,"Garab gu nekk gu dul meññ doom yu neex, dees na ko gor, sànni ko ca safara sa."
C`est donc à leurs fruits que vous les reconnaîtrez.,Ci seeni jëf nag ngeen leen di xàmmee.
"Ceux qui me disent: Seigneur, Seigneur! n`entreront pas tous dans le royaume des cieux, mais celui-là seul qui fait la volonté de mon Père qui est dans les cieux.","«Du képp ku may wax: “Boroom bi, Boroom bi,” mooy dugg ca nguuru Yàlla Aji Kawe ji; ka cay dugg mooy kiy def sama coobareg Baay, bi nekk ci kaw."
"Plusieurs me diront en ce jour-là: Seigneur, Seigneur, n`avons-nous pas prophétisé par ton nom? n`avons-nous pas chassé des démons par ton nom? et n`avons-nous pas fait beaucoup de miracles par ton nom?","Bu bés baa, ñu bare dinañu ma wax: “Boroom bi, Boroom bi, ndax du ci saw tur lanu daa waxe ci kàddug Yàlla? Ndax du ci saw tur lanu daa dàqe ay rab? Ndax du ci saw tur lanu daa defe ay kéemaan yu bare?”"
